account,bank,sum,mean,median,std,max,min,in_sum,out_sum,in_mean,out_mean,in_median,out_median,in_std,out_std,in_max,out_max,in_min,out_min,count_in,count_out,count_days_in_bank,count_phone_changes,sum_spending,mean_spending,median_spending,std_spending,max_spending,min_spending,count_spending,is_sar
3937,bank,5062.67,99.26803921568627,240.94,847.3186449430218,1870.37,-1429.55,21220.82,-16158.149999999998,731.7524137931034,-734.4613636363636,729.5,-819.085,458.3731018789261,385.5186532612108,1870.37,-132.79,35.59,-1429.55,29,22,267,0,312470.23000000004,2264.2770289855075,491.37,6813.2594150810355,27936.88,7.48,138,0
878,bank,-24874.04,-61.26610837438424,-171.95,828.3161219904287,1894.05,-2042.75,132404.36,-157278.39999999997,735.5797777777777,-695.9221238938052,724.975,-639.015,420.32797560467947,426.48481154135965,1894.05,-20.13,27.78,-2042.75,180,226,275,0,233131.47999999998,1457.0717499999998,426.59,3967.833495607185,17592.0,4.01,160,0
5601,bank,-1582.1399999999994,-56.50499999999998,81.85,961.9983936981276,1386.26,-1489.0,11177.65,-12759.789999999999,798.4035714285714,-911.4135714285713,766.4449999999999,-1027.495,395.9215149614134,437.19225868660396,1386.26,-42.47,206.17,-1489.0,14,14,275,0,174055.43,1108.6333121019109,394.38,2682.5790195564787,11875.68,7.04,157,0
4862,bank,11172.960000000001,95.49538461538462,214.77,552.8509635493821,1150.86,-1857.14,30351.68,-19178.72,322.8902127659575,-833.8573913043479,214.77,-793.04,247.27405875958382,478.76162579017233,1150.86,-7.43,35.73,-1857.14,94,23,274,0,208314.91999999998,1426.814520547945,549.9549999999999,3530.522059667679,15096.82,6.67,146,0
6485,bank,8632.16,308.2914285714286,435.475,885.6400452307935,1921.61,-1579.75,15374.63,-6742.47,904.39,-612.9518181818182,846.54,-347.48,455.230376348064,498.5648162840651,1921.61,-161.33,292.99,-1579.75,17,11,266,0,104604.41,657.8893710691824,477.88,756.5520828530064,3459.17,0.98,159,0
6345,bank,2857.6000000000004,95.25333333333334,219.8,791.4564178879922,1207.27,-1336.09,11877.460000000001,-9019.86,659.8588888888889,-751.6550000000001,780.44,-690.02,356.2660247110278,388.80784147302006,1207.27,-166.4,30.1,-1336.09,18,12,275,0,157496.28,1057.0220134228189,403.9,2406.1604855768296,10426.61,18.31,149,0
7906,bank,1645.58,117.54142857142857,179.765,656.1008251651704,1012.04,-829.18,4831.02,-3185.44,536.7800000000001,-637.088,599.74,-630.57,369.16382139234605,138.4338286691515,1012.04,-439.19,137.5,-829.18,9,5,262,0,188640.32,1249.273642384106,481.13,3128.404043797941,13569.34,5.34,151,0
6303,bank,-204.7399999999999,-6.398124999999997,129.95,884.3496719986462,1316.17,-1459.98,12367.220000000001,-12571.960000000003,727.4835294117647,-838.1306666666668,855.62,-856.1,378.7871636542938,415.42104708814355,1316.17,-178.34,35.73,-1459.98,17,15,272,0,190407.08,1379.7614492753623,467.425,3385.345982989606,14104.41,11.84,138,0
9846,bank,-1061.4100000000003,-70.7606666666667,219.4,772.1436719055655,862.21,-1557.67,4403.25,-5464.66,550.40625,-780.6657142857142,575.3050000000001,-820.44,252.43476203551796,463.0111218915137,862.21,-6.38,219.4,-1557.67,8,7,246,0,165906.24,1077.3132467532466,508.855,2271.2980595296985,10086.71,0.11,154,0
6557,bank,2372.7400000000002,91.25923076923078,171.51,1018.053753661065,1953.17,-1663.2,12225.07,-9852.33,815.0046666666666,-895.6663636363636,835.23,-999.76,555.8244398300428,549.0272821321856,1953.17,-42.53,66.24,-1663.2,15,11,273,0,265572.21,1883.49085106383,445.23,5535.632630338326,22970.8,2.36,141,0
5360,bank,-1459.36,-28.064615384615383,110.84,809.5698439330184,1847.89,-1570.31,17649.339999999997,-19108.7,653.6792592592591,-764.3480000000001,584.21,-773.57,442.8885643826996,304.4061775544861,1847.89,-240.1,100.79,-1570.31,27,25,275,0,240137.13,1529.5358598726116,448.82,4263.675217717337,18722.11,25.97,157,0
6192,bank,56838.590000000004,631.539888888889,520.49,584.1460517222419,1516.21,-962.1,61814.73999999999,-4976.150000000001,772.6842499999999,-497.61500000000007,520.49,-541.605,437.95841600985443,311.3989623992561,1516.21,-43.64,112.37,-962.1,80,10,275,0,227543.47,1387.4601829268292,452.26,3733.2615212707215,16759.16,6.69,164,0
3312,bank,-1485.0400000000004,-15.153469387755106,12.34,854.7519450912785,1614.93,-1630.22,36548.15,-38033.19,730.9630000000001,-792.3581250000001,724.9549999999999,-764.38,382.9322097050493,381.88558886336097,1614.93,-102.74,4.02,-1630.22,50,48,274,0,142906.53,921.9776129032258,475.1,1851.2049375849965,8255.96,10.92,155,0
7155,bank,-2331.02,-63.00054054054054,73.49,729.6616450639826,1470.93,-1207.27,10410.1,-12741.119999999999,547.9,-707.8399999999999,510.49,-715.0250000000001,429.14990495422717,273.9744512133331,1470.93,-264.62,73.49,-1207.27,19,18,273,0,196864.72,1436.9687591240877,466.26,3792.4944165565257,15651.7,3.61,137,0
9,bank,-88588.84,-55.68123192960402,-152.5,834.5942947806996,2232.14,-2233.49,536560.03,-625148.87,714.460758988016,-744.2248452380952,670.73,-672.35,412.8277401982048,402.64473374888314,2232.14,-1.48,10.02,-2233.49,751,840,275,0,174233.17,2002.680114942529,515.09,4617.4376572383235,15479.36,10.21,87,0
8089,bank,4616.59,256.4772222222222,208.73000000000002,867.4727208581296,1697.75,-973.84,9045.57,-4428.98,822.3245454545454,-632.7114285714285,735.58,-680.69,581.4632346307656,243.25789123401333,1697.75,-337.02,64.26,-973.84,11,7,260,0,353347.35,2054.3450581395346,481.355,6612.805018079147,30079.82,4.44,172,0
5044,bank,5632.289999999999,106.26962264150941,252.78,787.2207240983018,1508.73,-1603.95,21137.489999999998,-15505.199999999997,660.5465624999999,-738.342857142857,630.855,-659.15,360.88991360166233,410.8442674803052,1508.73,-20.74,147.37,-1603.95,32,21,269,0,118374.29000000001,758.8095512820513,455.405,1203.1918070839708,5419.25,5.74,156,0
773,bank,-49800.37,-110.17780973451327,-314.61,861.1067296093804,2044.6,-2237.97,148492.64,-198293.01,765.4259793814434,-768.577558139535,742.13,-811.325,433.4078091347502,382.4369384966611,2044.6,-1.49,17.27,-2237.97,194,258,274,0,331444.86,2437.0945588235295,428.62,7474.301038006893,30385.0,0.55,136,0
3968,bank,2954.2699999999995,48.43065573770491,202.06,765.2300311472118,1437.53,-1336.34,22008.42,-19054.149999999998,687.763125,-657.0396551724137,629.71,-708.88,350.1988730609297,369.3608685910101,1437.53,-24.32,101.66,-1336.34,32,29,264,0,171283.34,1157.319864864865,419.945,2819.1921028487227,12128.88,3.2,148,0
2086,bank,-18720.57,-94.54833333333333,-107.035,831.5926360342214,2165.94,-1921.84,62787.64,-81508.21,667.9536170212766,-783.7327884615386,629.96,-786.0999999999999,392.64231146747085,416.26065031059966,2165.94,-45.88,1.31,-1921.84,94,104,274,0,237240.14,1659.0219580419582,498.18,4493.208957700132,18892.75,0.55,143,0
525,bank,-39505.81,-91.02721198156682,-260.90999999999997,869.563205626542,2341.0,-1937.37,145564.02000000005,-185069.83000000002,762.1152879581155,-761.6042386831276,736.15,-721.05,471.45792087924985,390.41446623028287,2341.0,-1.39,17.18,-1937.37,191,243,274,0,192521.57,1195.786149068323,468.54,3012.8015805801633,13472.72,4.06,161,0
954,bank,13401.13,34.898776041666665,173.95999999999998,863.9425319831845,1905.52,-1935.33,152726.57,-139325.44,748.6596568627451,-774.0302222222223,703.2750000000001,-755.5699999999999,403.3214557244196,417.0503760468802,1905.52,-14.75,13.48,-1935.33,204,180,275,0,258179.2,1792.9111111111113,464.89,5085.180050940996,21374.65,3.66,144,0
9683,bank,758.8000000000002,50.58666666666668,423.6,874.5769847488447,1540.27,-1466.81,6131.49,-5372.6900000000005,766.43625,-767.527142857143,779.155,-794.18,368.84913543683416,402.35647410864766,1540.27,-138.31,423.6,-1466.81,8,7,258,0,71596.91,467.95366013071896,445.2,340.6497908269762,1477.83,3.66,153,0
4816,bank,8703.48,167.37461538461537,392.71500000000003,821.8568744282347,1317.67,-1810.64,23014.57,-14311.089999999998,719.2053125,-715.5545,647.865,-529.115,347.07410458123627,532.0163792143701,1317.67,-117.12,128.38,-1810.64,32,20,265,0,184357.35,1189.4022580645162,456.63,2867.78260126398,12628.41,4.48,155,0
524,bank,5717.970000000001,14.153391089108913,105.68,853.7485804486004,2107.55,-1954.29,151393.25,-145675.27999999997,707.4450934579439,-766.7119999999999,623.895,-742.63,434.4814647431928,429.22320848951273,2107.55,-6.38,5.01,-1954.29,214,190,275,0,84802.58,580.8395890410959,396.815,731.3493338385132,3215.04,6.21,146,0
827,bank,-8421.18,-21.482602040816328,-74.53,866.7419975355606,1974.06,-2069.83,143242.40999999997,-151663.59000000003,774.2832972972972,-732.6743478260871,712.18,-762.75,421.434566809094,436.25990420941787,1974.06,-1.48,18.23,-2069.83,185,207,273,0,216207.43000000002,1394.8866451612905,484.96,3716.3427539875743,16258.04,2.28,155,0
148,bank,-34193.840000000004,-41.59834549878346,-218.33499999999998,822.2876560233751,1994.47,-2353.33,274957.31,-309151.15,751.249480874317,-677.9630482456141,722.48,-634.65,413.6328954215299,413.8908389202596,1994.47,-1.33,3.79,-2353.33,366,456,275,0,104153.20999999999,689.756357615894,474.64,765.7274936394223,3435.2,14.88,151,0
830,bank,24958.86,61.932655086848634,47.87,815.3329718371654,1809.16,-1561.25,157048.63,-132089.77000000002,766.0908780487805,-667.1200505050506,745.8,-628.315,384.08055058599484,391.894681360538,1809.16,-6.46,3.92,-1561.25,205,198,275,0,123330.01000000001,742.9518674698796,458.195,1059.3671271291864,4925.85,9.23,166,0
4001,bank,15758.21,221.94661971830985,364.82,1053.911430670045,1638.32,-1659.63,41519.869999999995,-25761.660000000003,1037.9967499999998,-831.0212903225807,1039.145,-911.4,552.5748906495355,401.428003729535,1638.32,-84.83,169.01,-1659.63,40,31,272,0,111731.5,1862.1916666666666,499.4,3343.564627494803,9720.27,31.6,60,0
1185,bank,6526.759999999999,33.1307614213198,5.22,853.5588642063498,2074.05,-1793.13,76868.06999999999,-70341.31,776.4451515151515,-717.7684693877551,715.52,-701.615,444.38312381245254,372.91322475423436,2074.05,-19.56,5.22,-1793.13,99,98,273,0,223517.52000000002,1346.4910843373495,457.24,3585.8608679529657,16213.04,3.66,166,0
9832,bank,9809.25,426.4891304347826,521.76,911.7502230820229,1496.32,-1169.77,15042.49,-5233.24,884.8523529411765,-872.2066666666666,640.94,-959.155,516.6156786060772,255.64318497989862,1496.32,-487.07,116.17,-1169.77,17,6,275,0,164498.89,1150.3418881118882,427.23,2618.228439444932,11123.77,0.17,143,0
6674,bank,3692.31,119.10677419354839,161.24,804.6483133866086,1663.49,-1246.89,12760.8,-9068.49,797.55,-604.566,810.53,-445.71,395.0847624497811,364.7200562819184,1663.49,-49.16,161.24,-1246.89,16,15,266,0,229657.49,1453.528417721519,523.5450000000001,3872.668829539722,17104.16,2.79,158,0
4195,bank,1028.5499999999993,18.70090909090908,208.39,832.6908565125049,1646.02,-1785.31,20523.940000000002,-19495.390000000003,707.7220689655173,-749.8226923076925,668.56,-666.615,376.67112624352626,416.9139600882435,1646.02,-283.22,11.06,-1785.31,29,26,274,0,175624.24,1125.7964102564101,423.765,2672.1544246509907,11801.46,8.37,156,0
5320,bank,5862.45,102.85,293.04,866.1527491276746,1521.46,-1777.66,24794.0,-18931.550000000003,799.8064516129032,-728.1365384615385,787.82,-665.19,367.62044944524314,444.7834277932784,1521.46,-73.51,6.23,-1777.66,31,26,275,0,235819.06999999998,1593.3720945945945,490.33,4343.421997155214,18556.44,4.09,148,0
1810,bank,-5896.080000000001,-25.305064377682406,-32.23,827.0069176941006,1611.19,-2369.27,80453.54999999999,-86349.62999999999,699.5960869565216,-731.7765254237287,604.73,-710.54,391.547662041728,432.37043971274994,1611.19,-30.01,8.79,-2369.27,115,118,275,0,107936.42,724.4055033557047,464.38,946.7952113966156,4184.51,5.75,149,0
1902,bank,1169.7399999999998,5.81960199004975,-16.08,850.5542844720973,2017.8,-1719.24,73258.28999999998,-72088.55,732.5828999999998,-713.7480198019803,711.1,-665.18,461.32531799459935,430.17684020184026,2017.8,-16.08,12.5,-1719.24,100,101,274,0,217880.83000000002,1396.6719871794874,406.975,3876.738223639012,16961.93,8.8,156,0
1785,bank,-9025.279999999999,-48.006808510638294,-18.8,812.7647675894175,1784.83,-2232.06,60345.53000000001,-69370.81,648.8766666666668,-730.219052631579,590.84,-631.08,377.18800012994706,473.3465852841412,1784.83,-8.74,19.49,-2232.06,93,95,275,0,182290.53,1168.5290384615384,473.435,2681.4687815648363,11870.67,9.68,156,0
4595,bank,-1246.9499999999998,-21.87631578947368,175.89,811.0246690620796,1692.66,-1418.31,19659.58,-20906.530000000002,655.3193333333334,-774.315925925926,601.0,-813.89,386.49580044052345,364.70970243215106,1692.66,-21.91,114.27,-1418.31,30,27,273,0,399906.51999999996,2596.795584415584,494.42,8443.391852473716,36350.38,2.3,154,0
4683,bank,9135.08,172.35999999999999,315.54,886.4326356330663,1868.75,-2041.04,24727.200000000004,-15592.12,824.2400000000001,-677.9182608695653,753.0550000000001,-593.12,472.34189579597734,477.33919561415155,1868.75,-6.46,95.82,-2041.04,30,23,271,0,259629.59,1742.4804697986576,508.31,4895.243876552505,20941.59,5.77,149,0
8497,bank,6073.209999999999,303.66049999999996,555.815,954.887720098271,1557.67,-1557.67,11987.220000000001,-5914.01,922.0938461538462,-844.8585714285715,1142.61,-886.21,424.6545110741684,398.9096195225418,1557.67,-379.36,109.58,-1557.67,13,7,275,0,415615.0,2549.7852760736196,468.51,8575.041743035734,37885.66,0.98,163,0
482,bank,-25874.09,-63.41688725490196,-125.08000000000001,876.3388699518963,1990.74,-2043.22,143002.66999999998,-168876.76,740.9464766839377,-785.4733023255815,685.07,-742.36,410.8618868407666,449.2362157890066,1990.74,-5.09,2.54,-2043.22,193,215,275,0,177589.6,1259.5007092198582,433.55,3142.210131267401,13190.33,3.58,141,0
4752,bank,-6309.2699999999995,-131.44312499999998,12.67,796.3131038761827,1109.68,-2165.84,12771.54,-19080.809999999998,532.1475,-795.0337499999999,505.88,-800.1,321.2940740498729,523.0419453361062,1109.68,-17.05,42.39,-2165.84,24,24,275,0,205402.21,1325.1755483870968,493.91,3340.818597094489,14665.15,4.53,155,0
1078,bank,3799.719999999999,18.445242718446597,59.160000000000004,825.032880696834,1922.74,-1936.34,75217.54,-71417.81999999999,702.9676635514018,-721.3921212121211,682.26,-725.62,427.23409280384385,402.3592672619546,1922.74,-8.74,8.74,-1936.34,107,99,271,0,131103.7,904.1634482758622,470.88,1576.7219900879534,6889.41,13.11,145,0
3444,bank,5040.910000000001,48.470288461538466,184.54,779.9501666947066,1650.07,-1501.29,37847.149999999994,-32806.24,663.9850877192981,-698.0051063829786,590.37,-714.96,390.7813368346751,370.6896676987038,1650.07,-33.53,17.05,-1501.29,57,47,270,0,341360.72,2031.9090476190474,454.055,6611.300519553486,29702.39,0.16,168,0
5290,bank,540.5800000000002,8.861967213114756,-219.55,805.4129206889669,1369.8,-1770.03,21539.460000000003,-20998.88,769.2664285714287,-636.329696969697,790.995,-461.52,349.93848217263985,421.6061973682079,1369.8,-12.41,71.41,-1770.03,28,33,270,0,285514.92000000004,1955.5816438356167,425.71500000000003,5797.481764863448,24455.83,14.02,146,0
7614,bank,-285.84999999999974,-15.88055555555554,115.215,856.8889576799265,1271.88,-1645.76,6125.120000000001,-6410.969999999999,612.5120000000001,-801.3712499999999,530.5699999999999,-535.495,422.40028174443466,533.4339682107537,1271.88,-245.49,77.75,-1645.76,10,8,268,0,103847.37000000001,657.2618354430381,415.145,959.7142124869657,4361.77,0.17,158,0
656,bank,-22855.06,-56.43224691358025,-59.79,868.5233105763442,1937.38,-2356.08,141811.93,-164666.99,734.7768393782383,-776.7310849056603,685.07,-740.12,420.54387867188836,435.2997807256113,1937.38,-18.38,4.02,-2356.08,193,212,274,0,229608.13,1453.2160126582278,487.49,3934.902956110229,17354.75,1.9,158,0
9549,bank,3851.95,167.47608695652173,401.02,701.7021718697464,1188.75,-1477.95,8854.76,-5002.8099999999995,590.3173333333333,-625.3512499999999,587.57,-478.215,321.43273189773015,489.24173631790364,1188.75,-1.41,33.44,-1477.95,15,8,274,0,177852.29,1125.6474050632912,491.12,2518.045444601922,11239.79,6.63,158,0
5225,bank,10207.61,192.59641509433965,368.67,977.2222778780333,2041.43,-1703.45,27866.59,-17658.98,928.8863333333334,-767.7817391304347,825.71,-860.43,501.29031934827833,471.6239037685949,2041.43,-8.87,199.59,-1703.45,30,23,275,0,218808.55,1562.9182142857142,404.78,4234.102910070394,17611.12,3.23,140,0
710,bank,-16636.63,-39.611023809523815,-73.51,819.5160973838555,1858.33,-2115.54,137502.98,-154139.61,697.9846700507615,-691.2090134529147,627.19,-660.19,419.891630649271,450.1649011114883,1858.33,-6.39,7.6,-2115.54,197,223,275,0,158345.0,920.6104651162791,420.79999999999995,2011.3233961921587,9345.5,0.17,172,0
8390,bank,1551.0300000000002,77.5515,480.69,885.2419176418745,1374.66,-1534.88,8316.33,-6765.299999999999,693.0275,-845.6624999999999,489.02,-815.2249999999999,324.22507163234616,581.7154111701504,1374.66,-170.81,348.13,-1534.88,12,8,270,0,113142.58,796.7787323943662,511.595,1085.7212032508403,4728.29,12.29,142,0
2135,bank,480.39999999999964,2.5020833333333314,27.425,862.3988721385217,1579.75,-1677.75,73604.8,-73124.40000000001,758.8123711340206,-769.7305263157896,778.7,-732.88,407.56905081831735,385.493051167795,1579.75,-55.65,11.28,-1677.75,97,95,275,0,241325.91,1462.5812727272728,355.96,4302.0569126907985,19268.87,4.88,165,0
6608,bank,-2142.93,-82.4203846153846,-125.80499999999999,898.1032703580619,1329.04,-2161.39,8899.58,-11042.509999999998,741.6316666666667,-788.7507142857141,778.745,-759.6,396.4539811844115,504.0167023554841,1329.04,-36.79,17.03,-2161.39,12,14,271,0,217751.76,1369.507924528302,483.48,3522.4750511703855,15631.66,8.42,159,0
622,bank,-5640.470000000001,-14.243611111111115,-65.135,861.2795989543861,1920.68,-1869.67,145068.26,-150708.72999999998,775.7660962566846,-721.0944019138755,723.9,-754.75,418.1199794436373,435.0108568425788,1920.68,-1.56,31.09,-1869.67,187,209,274,0,131890.65,891.1530405405405,375.735,1741.2944318209634,7565.18,6.69,148,0
6675,bank,9983.869999999999,311.99593749999997,788.0999999999999,975.863850864914,1756.03,-1391.47,20014.03,-10030.16,870.1752173913043,-1114.4622222222222,975.9,-1183.66,395.2482724459924,275.16612222336613,1756.03,-539.24,28.79,-1391.47,23,9,275,0,112099.63,757.4299324324325,451.81,1050.5529506142052,4644.85,0.57,148,0
1876,bank,-9689.22,-46.80782608695652,-125.43,879.5789998429188,1970.11,-2112.14,74407.3,-84096.51999999999,744.073,-785.9487850467289,693.615,-764.39,420.53123727283594,443.6076769920081,1970.11,-21.74,35.71,-2112.14,100,107,275,0,169292.49,1209.2320714285713,424.17499999999995,2814.6061555790957,11833.57,14.42,140,0
9605,bank,5057.74,280.98555555555555,412.03,769.3814479117948,1447.68,-1000.49,8939.45,-3881.71,812.6772727272728,-554.53,825.67,-640.49,378.6898543687409,324.75430312776456,1447.68,-193.97,350.64,-1000.49,11,7,238,0,118577.83,829.2155944055944,431.24,1468.8015542720063,6348.31,26.42,143,0
2473,bank,13873.27,155.8794382022472,291.52,755.1995703204424,2017.75,-1337.65,37216.37,-23343.1,729.7327450980392,-614.2921052631579,717.21,-618.7049999999999,399.0815715969779,279.50192274306403,2017.75,-49.11,68.36,-1337.65,51,38,274,0,154380.54,1036.1110067114093,433.02,2197.0349490096696,9571.89,3.66,149,0
9216,bank,11359.789999999999,454.3916,592.02,775.8466691819116,1309.41,-878.14,15407.5,-4047.71,962.96875,-449.74555555555554,1205.915,-350.65,392.5119678833585,282.82971454176766,1309.41,-85.84,209.28,-878.14,16,9,270,0,285965.01,1958.6644520547945,461.17,5825.653055220153,24578.1,0.6,146,0
6861,bank,-2106.7000000000003,-63.83939393939395,20.72,793.2480164879842,1333.43,-1576.52,10297.349999999999,-12404.05,605.7264705882352,-775.253125,490.48,-694.415,390.0957234279359,363.48287262205815,1333.43,-397.34,20.72,-1576.52,17,16,272,0,181417.04,1148.2091139240506,493.94,2539.773885331768,11349.34,4.04,158,0
